neighbour_multiplier,popsize,restart_decay_power,restart_tolerance,self_instead_neighbour,sigma,different_powers,discus,ellipsoid,rosenbrock,shifted_sphere,sphere,mean,mad
1.5,64,4,0.00000001,0.8,0.2,1248,6572.8,6489.6,2803.2,12281.6,13318.4,7118.9336,3787.378
1.5,64,6,0.00000001,0.8,0.2,1248,6572.8,6489.6,2803.2,12281.6,13318.4,7118.9336,3787.378
1.5,64,8,0.00000001,0.8,0.2,1248,6572.8,6489.6,2803.2,12281.6,13318.4,7118.9336,3787.378
1.125,64,2,0.00000001,0.4,0.2,1094.4,6214.4,6547.2,2688,13606.4,13964.8,7352.533,4288.711
1.125,64,4,0.00000001,0.4,0.2,1094.4,6214.4,6547.2,2688,13606.4,13964.8,7352.533,4288.711
1.125,64,6,0.00000001,0.4,0.2,1094.4,6214.4,6547.2,2688,13606.4,13964.8,7352.533,4288.711
1.125,64,8,0.00000001,0.4,0.2,1094.4,6214.4,6547.2,2688,13606.4,13964.8,7352.533,4288.711
1,64,2,0.00000001,0.2,0.2,793.6,7078.4,6739.2,2764.8,14131.2,14502.4,7668.267,4432.356
1,64,4,0.00000001,0.2,0.2,793.6,7078.4,6739.2,2764.8,14131.2,14502.4,7668.267,4432.356
1,64,6,0.00000001,0.2,0.2,793.6,7078.4,6739.2,2764.8,14131.2,14502.4,7668.267,4432.356
1,64,8,0.00000001,0.2,0.2,793.6,7078.4,6739.2,2764.8,14131.2,14502.4,7668.267,4432.356
0.5,64,2,0.00000001,0.8,0.4,1324.8,7308.8,7187.2,3027.2,14035.2,15180.8,8010.6665,4398.222
0.5,64,4,0.00000001,0.8,0.4,1324.8,7308.8,7187.2,3027.2,14035.2,15180.8,8010.6665,4398.222
0.5,64,6,0.00000001,0.8,0.4,1324.8,7308.8,7187.2,3027.2,14035.2,15180.8,8010.6665,4398.222
0.5,64,8,0.00000001,0.8,0.4,1324.8,7308.8,7187.2,3027.2,14035.2,15180.8,8010.6665,4398.222
1.5,64,2,0.00000001,0.6,0.2,1145.6,8236.8,7910.4,3104,15059.2,15814.4,8545.066,4594.489
1.5,64,4,0.00000001,0.6,0.2,1145.6,8236.8,7910.4,3104,15059.2,15814.4,8545.066,4594.489
1.5,64,6,0.00000001,0.6,0.2,1145.6,8236.8,7910.4,3104,15059.2,15814.4,8545.066,4594.489
1.5,64,8,0.00000001,0.6,0.2,1145.6,8236.8,7910.4,3104,15059.2,15814.4,8545.066,4594.489
1.125,64,2,0.00000001,0.2,0.2,1024,8556.8,8486.4,3481.6,16019.2,16422.4,8998.399,4814.933
1.125,64,4,0.00000001,0.2,0.2,1024,8556.8,8486.4,3481.6,16019.2,16422.4,8998.399,4814.933
1.125,64,6,0.00000001,0.2,0.2,1024,8556.8,8486.4,3481.6,16019.2,16422.4,8998.399,4814.933
1.125,64,8,0.00000001,0.2,0.2,1024,8556.8,8486.4,3481.6,16019.2,16422.4,8998.399,4814.933
1,64,2,0.00000001,0,0.2,992,9401.6,8851.2,2771.2,17280,16896,9365.333,5160.533
1,64,4,0.00000001,0,0.2,992,9401.6,8851.2,2771.2,17280,16896,9365.333,5160.533
1,64,6,0.00000001,0,0.2,992,9401.6,8851.2,2771.2,17280,16896,9365.333,5160.533
1,64,8,0.00000001,0,0.2,992,9401.6,8851.2,2771.2,17280,16896,9365.333,5160.533
0.5,64,2,0.00000001,0.6,0.4,1049.6,9574.4,9344,4051.2,17734.4,18233.6,9997.867,5324.089
0.5,64,4,0.00000001,0.6,0.4,1049.6,9574.4,9344,4051.2,17734.4,18233.6,9997.867,5324.089
0.5,64,6,0.00000001,0.6,0.4,1049.6,9574.4,9344,4051.2,17734.4,18233.6,9997.867,5324.089
0.5,64,8,0.00000001,0.6,0.4,1049.6,9574.4,9344,4051.2,17734.4,18233.6,9997.867,5324.089
0.75,64,2,0.00000001,0.8,0.4,1331.2,9683.2,9785.6,3904,17676.8,18745.6,10187.733,5348.978
0.75,64,4,0.00000001,0.8,0.4,1331.2,9683.2,9785.6,3904,17676.8,18745.6,10187.733,5348.978
0.75,64,6,0.00000001,0.8,0.4,1331.2,9683.2,9785.6,3904,17676.8,18745.6,10187.733,5348.978
0.75,64,8,0.00000001,0.8,0.4,1331.2,9683.2,9785.6,3904,17676.8,18745.6,10187.733,5348.978
1.5,64,2,0.00000001,0.4,0.2,1228.8,10470.4,10617.6,4742.4,18150.4,18304,10585.601,5105.0664
1.5,64,4,0.00000001,0.4,0.2,1228.8,10470.4,10617.6,4742.4,18150.4,18304,10585.601,5105.0664
1.5,64,6,0.00000001,0.4,0.2,1228.8,10470.4,10617.6,4742.4,18150.4,18304,10585.601,5105.0664
1.5,64,8,0.00000001,0.4,0.2,1228.8,10470.4,10617.6,4742.4,18150.4,18304,10585.601,5105.0664
1.125,64,2,0.00000001,0,0.2,1337.6,11916.8,11513.6,4870.4,18598.4,18899.2,11189.333,5390.2227
1.125,64,4,0.00000001,0,0.2,1337.6,11916.8,11513.6,4870.4,18598.4,18899.2,11189.333,5390.2227
1.125,64,6,0.00000001,0,0.2,1337.6,11916.8,11513.6,4870.4,18598.4,18899.2,11189.333,5390.2227
1.125,64,8,0.00000001,0,0.2,1337.6,11916.8,11513.6,4870.4,18598.4,18899.2,11189.333,5390.2227
0.5,64,2,0.00000001,0.4,0.4,1459.2,12236.8,12403.2,5241.6,20384,20499.2,12037.333,5791.289
0.5,64,4,0.00000001,0.4,0.4,1459.2,12236.8,12403.2,5241.6,20384,20499.2,12037.333,5791.289
0.5,64,6,0.00000001,0.4,0.4,1459.2,12236.8,12403.2,5241.6,20384,20499.2,12037.333,5791.289
0.5,64,8,0.00000001,0.4,0.4,1459.2,12236.8,12403.2,5241.6,20384,20499.2,12037.333,5791.289
1,64,2,0.00000001,0.8,0.4,1440,11916.8,11942.4,4889.6,20608,21587.2,12064,6022.4
1,64,4,0.00000001,0.8,0.4,1440,11916.8,11942.4,4889.6,20608,21587.2,12064,6022.4
1,64,6,0.00000001,0.8,0.4,1440,11916.8,11942.4,4889.6,20608,21587.2,12064,6022.4
1,64,8,0.00000001,0.8,0.4,1440,11916.8,11942.4,4889.6,20608,21587.2,12064,6022.4
1.5,64,2,0.00000001,0.2,0.2,1260.8,13632,13766.4,6188.8,20268.8,20537.6,12609.066,5922.845
1.5,64,4,0.00000001,0.2,0.2,1260.8,13632,13766.4,6188.8,20268.8,20537.6,12609.066,5922.845
1.5,64,6,0.00000001,0.2,0.2,1260.8,13632,13766.4,6188.8,20268.8,20537.6,12609.066,5922.845
1.5,64,8,0.00000001,0.2,0.2,1260.8,13632,13766.4,6188.8,20268.8,20537.6,12609.066,5922.845
1.125,64,2,0.00000001,0.8,0.4,1600,13433.6,13395.2,4512,21632,22611.2,12864,6538.6665
1.125,64,4,0.00000001,0.8,0.4,1600,13433.6,13395.2,4512,21632,22611.2,12864,6538.6665
1.125,64,6,0.00000001,0.8,0.4,1600,13433.6,13395.2,4512,21632,22611.2,12864,6538.6665
1.125,64,8,0.00000001,0.8,0.4,1600,13433.6,13395.2,4512,21632,22611.2,12864,6538.6665
0.75,64,2,0.00000001,0.6,0.4,1619.2,13952,13958.4,5446.4,21516.8,21856,13058.133,6350.2227
0.75,64,4,0.00000001,0.6,0.4,1619.2,13952,13958.4,5446.4,21516.8,21856,13058.133,6350.2227
0.75,64,6,0.00000001,0.6,0.4,1619.2,13952,13958.4,5446.4,21516.8,21856,13058.133,6350.2227
0.75,64,8,0.00000001,0.6,0.4,1619.2,13952,13958.4,5446.4,21516.8,21856,13058.133,6350.2227
0.5,64,2,0.00000001,0.8,0.6,1548.8,14528,14764.8,5190.4,23014.4,23833.6,13813.333,6962.489
0.5,64,4,0.00000001,0.8,0.6,1548.8,14528,14764.8,5190.4,23014.4,23833.6,13813.333,6962.489
0.5,64,6,0.00000001,0.8,0.6,1548.8,14528,14764.8,5190.4,23014.4,23833.6,13813.333,6962.489
0.5,64,8,0.00000001,0.8,0.6,1548.8,14528,14764.8,5190.4,23014.4,23833.6,13813.333,6962.489
0.5,64,2,0.00000001,0.2,0.4,1792,14848,15091.2,8723.2,22099.2,22022.4,14096,5892.267
0.5,64,4,0.00000001,0.2,0.4,1792,14848,15091.2,8723.2,22099.2,22022.4,14096,5892.267
0.5,64,6,0.00000001,0.2,0.4,1792,14848,15091.2,8723.2,22099.2,22022.4,14096,5892.267
0.5,64,8,0.00000001,0.2,0.4,1792,14848,15091.2,8723.2,22099.2,22022.4,14096,5892.267
1.5,64,2,0.00000001,0.8,0.4,2022.4,16537.6,16262.4,5862.4,24153.6,25036.8,14979.2,7357.8667
1.5,64,4,0.00000001,0.8,0.4,2022.4,16537.6,16262.4,5862.4,24153.6,25036.8,14979.2,7357.8667
1.5,64,6,0.00000001,0.8,0.4,2022.4,16537.6,16262.4,5862.4,24153.6,25036.8,14979.2,7357.8667
1.5,64,8,0.00000001,0.8,0.4,2022.4,16537.6,16262.4,5862.4,24153.6,25036.8,14979.2,7357.8667
1.5,64,2,0.00000001,0,0.2,2310.4,16934.4,16748.8,9862.4,22560,22944,15226.667,6093.511
1.5,64,4,0.00000001,0,0.2,2310.4,16934.4,16748.8,9862.4,22560,22944,15226.667,6093.511
1.5,64,6,0.00000001,0,0.2,2310.4,16934.4,16748.8,9862.4,22560,22944,15226.667,6093.511
1.5,64,8,0.00000001,0,0.2,2310.4,16934.4,16748.8,9862.4,22560,22944,15226.667,6093.511
0.75,64,2,0.00000001,0.4,0.4,1683.2,17369.6,17062.4,8998.4,23494.4,23609.6,15369.601,6685.8667
0.75,64,4,0.00000001,0.4,0.4,1683.2,17369.6,17062.4,8998.4,23494.4,23609.6,15369.601,6685.8667
0.75,64,6,0.00000001,0.4,0.4,1683.2,17369.6,17062.4,8998.4,23494.4,23609.6,15369.601,6685.8667
0.75,64,8,0.00000001,0.4,0.4,1683.2,17369.6,17062.4,8998.4,23494.4,23609.6,15369.601,6685.8667
1,64,2,0.00000001,0.6,0.4,1766.4,17734.4,16985.6,7520,23884.8,24473.6,15394.134,7167.2886
1,64,4,0.00000001,0.6,0.4,1766.4,17734.4,16985.6,7520,23884.8,24473.6,15394.134,7167.2886
1,64,6,0.00000001,0.6,0.4,1766.4,17734.4,16985.6,7520,23884.8,24473.6,15394.134,7167.2886
1,64,8,0.00000001,0.6,0.4,1766.4,17734.4,16985.6,7520,23884.8,24473.6,15394.134,7167.2886
0.75,64,2,0.00000001,0.8,0.6,1907.2,17638.4,17792,6233.6,25376,26131.2,15846.401,7850.666
0.75,64,4,0.00000001,0.8,0.6,1907.2,17638.4,17792,6233.6,25376,26131.2,15846.401,7850.666
0.75,64,6,0.00000001,0.8,0.6,1907.2,17638.4,17792,6233.6,25376,26131.2,15846.401,7850.666
0.75,64,8,0.00000001,0.8,0.6,1907.2,17638.4,17792,6233.6,25376,26131.2,15846.401,7850.666
0.5,64,2,0.00000001,0,0.4,2348.8,17952,18016,9740.8,23955.2,24505.6,16086.399,6694.4
0.5,64,4,0.00000001,0,0.4,2348.8,17952,18016,9740.8,23955.2,24505.6,16086.399,6694.4
0.5,64,6,0.00000001,0,0.4,2348.8,17952,18016,9740.8,23955.2,24505.6,16086.399,6694.4
0.5,64,8,0.00000001,0,0.4,2348.8,17952,18016,9740.8,23955.2,24505.6,16086.399,6694.4
1.125,64,2,0.00000001,0.6,0.4,1721.6,18598.4,18208,8902.4,24864,25120,16235.733,7282.4883
1.125,64,4,0.00000001,0.6,0.4,1721.6,18598.4,18208,8902.4,24864,25120,16235.733,7282.4883
1.125,64,6,0.00000001,0.6,0.4,1721.6,18598.4,18208,8902.4,24864,25120,16235.733,7282.4883
1.125,64,8,0.00000001,0.6,0.4,1721.6,18598.4,18208,8902.4,24864,25120,16235.733,7282.4883
0.5,64,2,0.00000001,0.6,0.6,2099.2,19584,19385.6,9984,26028.8,26137.6,17203.2,7441.0664
0.5,64,4,0.00000001,0.6,0.6,2099.2,19584,19385.6,9984,26028.8,26137.6,17203.2,7441.0664
0.5,64,6,0.00000001,0.6,0.6,2099.2,19584,19385.6,9984,26028.8,26137.6,17203.2,7441.0664
0.5,64,8,0.00000001,0.6,0.6,2099.2,19584,19385.6,9984,26028.8,26137.6,17203.2,7441.0664
1,64,2,0.00000001,0.8,0.6,2105.6,20288,19820.8,7136,27091.2,27692.8,17355.732,8489.956
1,64,4,0.00000001,0.8,0.6,2105.6,20288,19820.8,7136,27091.2,27692.8,17355.732,8489.956
1,64,6,0.00000001,0.8,0.6,2105.6,20288,19820.8,7136,27091.2,27692.8,17355.732,8489.956
1,64,8,0.00000001,0.8,0.6,2105.6,20288,19820.8,7136,27091.2,27692.8,17355.732,8489.956
0.75,64,2,0.00000001,0.2,0.4,2668.8,20012.8,19628.8,13324.8,24870.4,25081.6,17597.867,6400.711
0.75,64,4,0.00000001,0.2,0.4,2668.8,20012.8,19628.8,13324.8,24870.4,25081.6,17597.867,6400.711
0.75,64,6,0.00000001,0.2,0.4,2668.8,20012.8,19628.8,13324.8,24870.4,25081.6,17597.867,6400.711
0.75,64,8,0.00000001,0.2,0.4,2668.8,20012.8,19628.8,13324.8,24870.4,25081.6,17597.867,6400.711
1.125,64,2,0.00000001,0.8,0.6,1984,21209.6,21152,8166.4,27558.4,28358.4,18071.467,8664.178
1.125,64,4,0.00000001,0.8,0.6,1984,21209.6,21152,8166.4,27558.4,28358.4,18071.467,8664.178
1.125,64,6,0.00000001,0.8,0.6,1984,21209.6,21152,8166.4,27558.4,28358.4,18071.467,8664.178
1.125,64,8,0.00000001,0.8,0.6,1984,21209.6,21152,8166.4,27558.4,28358.4,18071.467,8664.178
1,64,2,0.00000001,0.4,0.4,2764.8,20435.2,20217.6,14387.2,25702.4,25747.2,18209.068,6422.043
1,64,4,0.00000001,0.4,0.4,2764.8,20435.2,20217.6,14387.2,25702.4,25747.2,18209.068,6422.043
1,64,6,0.00000001,0.4,0.4,2764.8,20435.2,20217.6,14387.2,25702.4,25747.2,18209.068,6422.043
1,64,8,0.00000001,0.4,0.4,2764.8,20435.2,20217.6,14387.2,25702.4,25747.2,18209.068,6422.043
0.5,64,2,0.00000001,0.8,0.8,1926.4,20889.6,21158.4,9452.8,27808,28409.6,18274.135,8389.688
0.5,64,4,0.00000001,0.8,0.8,1926.4,20889.6,21158.4,9452.8,27808,28409.6,18274.135,8389.688
0.5,64,6,0.00000001,0.8,0.8,1926.4,20889.6,21158.4,9452.8,27808,28409.6,18274.135,8389.688
0.5,64,8,0.00000001,0.8,0.8,1926.4,20889.6,21158.4,9452.8,27808,28409.6,18274.135,8389.688
1.5,64,2,0.00000001,0.6,0.4,2323.2,21708.8,21568,11564.8,26848,27123.2,18522.666,7719.111
1.5,64,4,0.00000001,0.6,0.4,2323.2,21708.8,21568,11564.8,26848,27123.2,18522.666,7719.111
1.5,64,6,0.00000001,0.6,0.4,2323.2,21708.8,21568,11564.8,26848,27123.2,18522.666,7719.111
1.5,64,8,0.00000001,0.6,0.4,2323.2,21708.8,21568,11564.8,26848,27123.2,18522.666,7719.111
1.125,64,2,0.00000001,0.4,0.4,3264,21292.8,21132.8,16422.4,26380.8,26483.2,19162.666,6212.978
1.125,64,4,0.00000001,0.4,0.4,3264,21292.8,21132.8,16422.4,26380.8,26483.2,19162.666,6212.978
1.125,64,6,0.00000001,0.4,0.4,3264,21292.8,21132.8,16422.4,26380.8,26483.2,19162.666,6212.978
1.125,64,8,0.00000001,0.4,0.4,3264,21292.8,21132.8,16422.4,26380.8,26483.2,19162.666,6212.978
1.5,64,2,0.00000001,0.8,0.6,1792,23584,23379.2,8889.6,29222.4,29900.8,19461.334,9413.688
1.5,64,4,0.00000001,0.8,0.6,1792,23584,23379.2,8889.6,29222.4,29900.8,19461.334,9413.688
1.5,64,6,0.00000001,0.8,0.6,1792,23584,23379.2,8889.6,29222.4,29900.8,19461.334,9413.688
1.5,64,8,0.00000001,0.8,0.6,1792,23584,23379.2,8889.6,29222.4,29900.8,19461.334,9413.688
0.75,64,2,0.00000001,0.6,0.6,2854.4,22476.8,22771.2,14419.2,27545.6,28012.8,19680,7362.1333
0.75,64,4,0.00000001,0.6,0.6,2854.4,22476.8,22771.2,14419.2,27545.6,28012.8,19680,7362.1333
0.75,64,6,0.00000001,0.6,0.6,2854.4,22476.8,22771.2,14419.2,27545.6,28012.8,19680,7362.1333
0.75,64,8,0.00000001,0.6,0.6,2854.4,22476.8,22771.2,14419.2,27545.6,28012.8,19680,7362.1333
0.5,64,2,0.00000001,0.4,0.6,3270.4,22124.8,22227.2,16236.8,27449.6,27494.4,19800.533,6697.9556
0.5,64,4,0.00000001,0.4,0.6,3270.4,22124.8,22227.2,16236.8,27449.6,27494.4,19800.533,6697.9556
0.5,64,6,0.00000001,0.4,0.6,3270.4,22124.8,22227.2,16236.8,27449.6,27494.4,19800.533,6697.9556
0.5,64,8,0.00000001,0.4,0.6,3270.4,22124.8,22227.2,16236.8,27449.6,27494.4,19800.533,6697.9556
0.75,64,2,0.00000001,0.8,0.8,2259.2,23628.8,23353.6,10988.8,29420.8,30118.4,19961.6,8891.733
0.75,64,4,0.00000001,0.8,0.8,2259.2,23628.8,23353.6,10988.8,29420.8,30118.4,19961.6,8891.733
0.75,64,6,0.00000001,0.8,0.8,2259.2,23628.8,23353.6,10988.8,29420.8,30118.4,19961.6,8891.733
0.75,64,8,0.00000001,0.8,0.8,2259.2,23628.8,23353.6,10988.8,29420.8,30118.4,19961.6,8891.733
0.75,64,2,0.00000001,0,0.4,4876.8,22208,22022.4,17478.4,27424,27584,20265.6,6058.6665
0.75,64,4,0.00000001,0,0.4,4876.8,22208,22022.4,17478.4,27424,27584,20265.6,6058.6665
0.75,64,6,0.00000001,0,0.4,4876.8,22208,22022.4,17478.4,27424,27584,20265.6,6058.6665
0.75,64,8,0.00000001,0,0.4,4876.8,22208,22022.4,17478.4,27424,27584,20265.6,6058.6665
1,64,2,0.00000001,0.2,0.4,4928,22406.4,22540.8,17798.4,26880,27136,20281.6,5945.6
1,64,4,0.00000001,0.2,0.4,4928,22406.4,22540.8,17798.4,26880,27136,20281.6,5945.6
1,64,6,0.00000001,0.2,0.4,4928,22406.4,22540.8,17798.4,26880,27136,20281.6,5945.6
1,64,8,0.00000001,0.2,0.4,4928,22406.4,22540.8,17798.4,26880,27136,20281.6,5945.6
1,64,2,0.00000001,0.8,0.8,2528,24953.6,25075.2,12256,30668.8,31238.4,21119.998,9152.001
1,64,4,0.00000001,0.8,0.8,2528,24953.6,25075.2,12256,30668.8,31238.4,21119.998,9152.001
1,64,6,0.00000001,0.8,0.8,2528,24953.6,25075.2,12256,30668.8,31238.4,21119.998,9152.001
1,64,8,0.00000001,0.8,0.8,2528,24953.6,25075.2,12256,30668.8,31238.4,21119.998,9152.001
0.5,64,2,0.00000001,0.2,0.6,4307.2,23712,24185.6,18585.6,28320,28192,21217.066,6513.778
0.5,64,4,0.00000001,0.2,0.6,4307.2,23712,24185.6,18585.6,28320,28192,21217.066,6513.778
0.5,64,6,0.00000001,0.2,0.6,4307.2,23712,24185.6,18585.6,28320,28192,21217.066,6513.778
0.5,64,8,0.00000001,0.2,0.6,4307.2,23712,24185.6,18585.6,28320,28192,21217.066,6513.778
1.125,64,2,0.00000001,0.2,0.4,6380.8,23449.6,23379.2,19200,27616,27692.8,21286.398,5664.0005
1.125,64,4,0.00000001,0.2,0.4,6380.8,23449.6,23379.2,19200,27616,27692.8,21286.398,5664.0005
1.125,64,6,0.00000001,0.2,0.4,6380.8,23449.6,23379.2,19200,27616,27692.8,21286.398,5664.0005
1.125,64,8,0.00000001,0.2,0.4,6380.8,23449.6,23379.2,19200,27616,27692.8,21286.398,5664.0005
1.5,64,2,0.00000001,0.4,0.4,4550.4,24064,24153.6,18656,28064,28294.4,21297.066,6462.578
1.5,64,4,0.00000001,0.4,0.4,4550.4,24064,24153.6,18656,28064,28294.4,21297.066,6462.578
1.5,64,6,0.00000001,0.4,0.4,4550.4,24064,24153.6,18656,28064,28294.4,21297.066,6462.578
1.5,64,8,0.00000001,0.4,0.4,4550.4,24064,24153.6,18656,28064,28294.4,21297.066,6462.578
1,64,2,0.00000001,0.6,0.6,3552,24563.2,24371.2,17395.2,29088,29491.2,21410.133,7291.022
1,64,4,0.00000001,0.6,0.6,3552,24563.2,24371.2,17395.2,29088,29491.2,21410.133,7291.022
1,64,6,0.00000001,0.6,0.6,3552,24563.2,24371.2,17395.2,29088,29491.2,21410.133,7291.022
