neighbour_multiplier,popsize,restart_decay_power,restart_tolerance,self_instead_neighbour,sigma,shubert,mean,mad
1.5,64,2,0.00000001,0.6,0.4,453395.2,453395.2,0
1.5,64,4,0.00000001,0.6,0.4,453395.2,453395.2,0
1.5,64,6,0.00000001,0.6,0.4,453395.2,453395.2,0
1.5,64,8,0.00000001,0.6,0.4,453395.2,453395.2,0
1,64,2,0.00000001,0.8,0.2,453651.2,453651.2,0
1,64,4,0.00000001,0.8,0.2,453651.2,453651.2,0
1,64,6,0.00000001,0.8,0.2,453651.2,453651.2,0
1,64,8,0.00000001,0.8,0.2,453651.2,453651.2,0
1.125,64,2,0.00000001,0.8,0.2,454560,454560,0
1.125,64,4,0.00000001,0.8,0.2,454560,454560,0
1.125,64,6,0.00000001,0.8,0.2,454560,454560,0
1.125,64,8,0.00000001,0.8,0.2,454560,454560,0
1.5,64,2,0.00000001,0.8,0.2,454720,454720,0
1.5,64,4,0.00000001,0.8,0.2,454720,454720,0
1.5,64,6,0.00000001,0.8,0.2,454720,454720,0
1.5,64,8,0.00000001,0.8,0.2,454720,454720,0
0.5,64,2,0.00000001,0.6,0.6,458681.6,458681.6,0
0.5,64,4,0.00000001,0.6,0.6,458681.6,458681.6,0
0.5,64,6,0.00000001,0.6,0.6,458681.6,458681.6,0
0.5,64,8,0.00000001,0.6,0.6,458681.6,458681.6,0
1.125,64,2,0.00000001,0.6,0.6,459680,459680,0
1.125,64,4,0.00000001,0.6,0.6,459680,459680,0
1.125,64,6,0.00000001,0.6,0.6,459680,459680,0
1.125,64,8,0.00000001,0.6,0.6,459680,459680,0
0.75,64,2,0.00000001,0.6,0.6,460166.4,460166.4,0
0.75,64,4,0.00000001,0.6,0.6,460166.4,460166.4,0
0.75,64,6,0.00000001,0.6,0.6,460166.4,460166.4,0
0.75,64,8,0.00000001,0.6,0.6,460166.4,460166.4,0
1.5,64,2,0.00000001,0.6,0.6,464070.4,464070.4,0
1.5,64,4,0.00000001,0.6,0.6,464070.4,464070.4,0
1.5,64,6,0.00000001,0.6,0.6,464070.4,464070.4,0
1.5,64,8,0.00000001,0.6,0.6,464070.4,464070.4,0
1,64,2,0.00000001,0.6,0.6,464179.2,464179.2,0
1,64,4,0.00000001,0.6,0.6,464179.2,464179.2,0
1,64,6,0.00000001,0.6,0.6,464179.2,464179.2,0
1,64,8,0.00000001,0.6,0.6,464179.2,464179.2,0
0.75,64,2,0.00000001,0.6,0.8,466790.4,466790.4,0
0.75,64,4,0.00000001,0.6,0.8,466790.4,466790.4,0
0.75,64,6,0.00000001,0.6,0.8,466790.4,466790.4,0
0.75,64,8,0.00000001,0.6,0.8,466790.4,466790.4,0
1,64,2,0.00000001,0.6,0.8,468870.4,468870.4,0
1,64,4,0.00000001,0.6,0.8,468870.4,468870.4,0
1,64,6,0.00000001,0.6,0.8,468870.4,468870.4,0
1,64,8,0.00000001,0.6,0.8,468870.4,468870.4,0
1.125,64,2,0.00000001,0.6,0.8,469433.6,469433.6,0
1.125,64,4,0.00000001,0.6,0.8,469433.6,469433.6,0
1.125,64,6,0.00000001,0.6,0.8,469433.6,469433.6,0
1.125,64,8,0.00000001,0.6,0.8,469433.6,469433.6,0
0.5,64,2,0.00000001,0.6,0.8,469990.4,469990.4,0
0.5,64,4,0.00000001,0.6,0.8,469990.4,469990.4,0
0.5,64,6,0.00000001,0.6,0.8,469990.4,469990.4,0
0.5,64,8,0.00000001,0.6,0.8,469990.4,469990.4,0
0.5,64,2,0.00000001,0.8,0.4,470348.8,470348.8,0
0.5,64,4,0.00000001,0.8,0.4,470348.8,470348.8,0
0.5,64,6,0.00000001,0.8,0.4,470348.8,470348.8,0
0.5,64,8,0.00000001,0.8,0.4,470348.8,470348.8,0
1.5,64,2,0.00000001,0.6,0.8,470662.4,470662.4,0
1.5,64,4,0.00000001,0.6,0.8,470662.4,470662.4,0
1.5,64,6,0.00000001,0.6,0.8,470662.4,470662.4,0
1.5,64,8,0.00000001,0.6,0.8,470662.4,470662.4,0
0.75,64,2,0.00000001,0.8,0.4,472294.4,472294.4,0
0.75,64,4,0.00000001,0.8,0.4,472294.4,472294.4,0
0.75,64,6,0.00000001,0.8,0.4,472294.4,472294.4,0
0.75,64,8,0.00000001,0.8,0.4,472294.4,472294.4,0
0.5,64,2,0.00000001,0.6,1,472921.6,472921.6,0
0.5,64,4,0.00000001,0.6,1,472921.6,472921.6,0
0.5,64,6,0.00000001,0.6,1,472921.6,472921.6,0
0.5,64,8,0.00000001,0.6,1,472921.6,472921.6,0
1,64,2,0.00000001,0.8,0.4,474400,474400,0
1,64,4,0.00000001,0.8,0.4,474400,474400,0
1,64,6,0.00000001,0.8,0.4,474400,474400,0
1,64,8,0.00000001,0.8,0.4,474400,474400,0
0.75,64,2,0.00000001,0.6,1,475596.8,475596.8,0
0.75,64,4,0.00000001,0.6,1,475596.8,475596.8,0
0.75,64,6,0.00000001,0.6,1,475596.8,475596.8,0
0.75,64,8,0.00000001,0.6,1,475596.8,475596.8,0
1.125,64,2,0.00000001,0.6,1,476396.8,476396.8,0
1.125,64,4,0.00000001,0.6,1,476396.8,476396.8,0
1.125,64,6,0.00000001,0.6,1,476396.8,476396.8,0
1.125,64,8,0.00000001,0.6,1,476396.8,476396.8,0
1,64,2,0.00000001,0.6,1,476787.2,476787.2,0
1,64,4,0.00000001,0.6,1,476787.2,476787.2,0
1,64,6,0.00000001,0.6,1,476787.2,476787.2,0
1,64,8,0.00000001,0.6,1,476787.2,476787.2,0
1.5,64,2,0.00000001,0.6,1,476915.2,476915.2,0
1.5,64,4,0.00000001,0.6,1,476915.2,476915.2,0
1.5,64,6,0.00000001,0.6,1,476915.2,476915.2,0
1.5,64,8,0.00000001,0.6,1,476915.2,476915.2,0
1.125,64,2,0.00000001,0.8,0.4,477792,477792,0
1.125,64,4,0.00000001,0.8,0.4,477792,477792,0
1.125,64,6,0.00000001,0.8,0.4,477792,477792,0
1.125,64,8,0.00000001,0.8,0.4,477792,477792,0
1.5,64,2,0.00000001,0.8,0.4,478297.6,478297.6,0
1.5,64,4,0.00000001,0.8,0.4,478297.6,478297.6,0
1.5,64,6,0.00000001,0.8,0.4,478297.6,478297.6,0
1.5,64,8,0.00000001,0.8,0.4,478297.6,478297.6,0
0.5,64,2,0.00000001,0.8,0.6,481971.2,481971.2,0
0.5,64,4,0.00000001,0.8,0.6,481971.2,481971.2,0
0.5,64,6,0.00000001,0.8,0.6,481971.2,481971.2,0
0.5,64,8,0.00000001,0.8,0.6,481971.2,481971.2,0
1.5,64,2,0.00000001,0.8,0.6,482540.8,482540.8,0
1.5,64,4,0.00000001,0.8,0.6,482540.8,482540.8,0
1.5,64,6,0.00000001,0.8,0.6,482540.8,482540.8,0
1.5,64,8,0.00000001,0.8,0.6,482540.8,482540.8,0
1,64,2,0.00000001,0.8,0.6,483174.4,483174.4,0
1,64,4,0.00000001,0.8,0.6,483174.4,483174.4,0
1,64,6,0.00000001,0.8,0.6,483174.4,483174.4,0
1,64,8,0.00000001,0.8,0.6,483174.4,483174.4,0
1.125,64,2,0.00000001,0.8,0.6,483603.2,483603.2,0
1.125,64,4,0.00000001,0.8,0.6,483603.2,483603.2,0
1.125,64,6,0.00000001,0.8,0.6,483603.2,483603.2,0
1.125,64,8,0.00000001,0.8,0.6,483603.2,483603.2,0
0.75,64,2,0.00000001,0.8,0.6,484889.6,484889.6,0
0.75,64,4,0.00000001,0.8,0.6,484889.6,484889.6,0
0.75,64,6,0.00000001,0.8,0.6,484889.6,484889.6,0
0.75,64,8,0.00000001,0.8,0.6,484889.6,484889.6,0
1.5,64,2,0.00000001,0.8,0.8,488371.2,488371.2,0
1.5,64,4,0.00000001,0.8,0.8,488371.2,488371.2,0
1.5,64,6,0.00000001,0.8,0.8,488371.2,488371.2,0
1.5,64,8,0.00000001,0.8,0.8,488371.2,488371.2,0
1,64,2,0.00000001,0.8,0.8,488480,488480,0
1,64,4,0.00000001,0.8,0.8,488480,488480,0
1,64,6,0.00000001,0.8,0.8,488480,488480,0
1,64,8,0.00000001,0.8,0.8,488480,488480,0
0.5,64,2,0.00000001,0.8,0.8,488729.6,488729.6,0
0.5,64,4,0.00000001,0.8,0.8,488729.6,488729.6,0
0.5,64,6,0.00000001,0.8,0.8,488729.6,488729.6,0
0.5,64,8,0.00000001,0.8,0.8,488729.6,488729.6,0
0.5,64,2,0.00000001,0.8,1,489836.8,489836.8,0
0.5,64,4,0.00000001,0.8,1,489836.8,489836.8,0
0.5,64,6,0.00000001,0.8,1,489836.8,489836.8,0
0.5,64,8,0.00000001,0.8,1,489836.8,489836.8,0
1.125,64,2,0.00000001,0.8,0.8,490412.8,490412.8,0
1.125,64,4,0.00000001,0.8,0.8,490412.8,490412.8,0
1.125,64,6,0.00000001,0.8,0.8,490412.8,490412.8,0
1.125,64,8,0.00000001,0.8,0.8,490412.8,490412.8,0
0.75,64,2,0.00000001,0.8,1,490784,490784,0
0.75,64,4,0.00000001,0.8,1,490784,490784,0
0.75,64,6,0.00000001,0.8,1,490784,490784,0
0.75,64,8,0.00000001,0.8,1,490784,490784,0
0.75,64,2,0.00000001,0.8,0.8,490822.4,490822.4,0
0.75,64,4,0.00000001,0.8,0.8,490822.4,490822.4,0
0.75,64,6,0.00000001,0.8,0.8,490822.4,490822.4,0
0.75,64,8,0.00000001,0.8,0.8,490822.4,490822.4,0
1,64,2,0.00000001,0.8,1,491622.4,491622.4,0
1,64,4,0.00000001,0.8,1,491622.4,491622.4,0
1,64,6,0.00000001,0.8,1,491622.4,491622.4,0
1,64,8,0.00000001,0.8,1,491622.4,491622.4,0
1.125,64,2,0.00000001,0.8,1,492729.6,492729.6,0
1.125,64,4,0.00000001,0.8,1,492729.6,492729.6,0
1.125,64,6,0.00000001,0.8,1,492729.6,492729.6,0
1.125,64,8,0.00000001,0.8,1,492729.6,492729.6,0
1.5,64,2,0.00000001,0.8,1,493113.6,493113.6,0
1.5,64,4,0.00000001,0.8,1,493113.6,493113.6,0
1.5,64,6,0.00000001,0.8,1,493113.6,493113.6,0
1.5,64,8,0.00000001,0.8,1,493113.6,493113.6,0
0.5,64,2,0.00000001,0,0.2,inf,inf,inf
0.5,64,2,0.00000001,0,0.4,inf,inf,inf
0.5,64,2,0.00000001,0,0.6,inf,inf,inf
0.5,64,2,0.00000001,0,0.8,inf,inf,inf
0.5,64,2,0.00000001,0,1,inf,inf,inf
0.5,64,2,0.00000001,0.2,0.2,inf,inf,inf
0.5,64,2,0.00000001,0.2,0.4,inf,inf,inf
0.5,64,2,0.00000001,0.2,0.6,inf,inf,inf
0.5,64,2,0.00000001,0.2,0.8,inf,inf,inf
0.5,64,2,0.00000001,0.2,1,inf,inf,inf
0.5,64,2,0.00000001,0.4,0.2,inf,inf,inf
0.5,64,2,0.00000001,0.4,0.6,inf,inf,inf
0.5,64,2,0.00000001,0.4,0.8,inf,inf,inf
0.5,64,2,0.00000001,0.4,1,inf,inf,inf
0.5,64,2,0.00000001,1,0.2,inf,inf,inf
0.5,64,2,0.00000001,1,0.4,inf,inf,inf
0.5,64,2,0.00000001,1,0.6,inf,inf,inf
0.5,64,2,0.00000001,1,0.8,inf,inf,inf
0.5,64,2,0.00000001,1,1,inf,inf,inf
0.5,64,4,0.00000001,0,0.2,inf,inf,inf
0.5,64,4,0.00000001,0,0.4,inf,inf,inf
0.5,64,4,0.00000001,0,0.6,inf,inf,inf
0.5,64,4,0.00000001,0,0.8,inf,inf,inf
0.5,64,4,0.00000001,0,1,inf,inf,inf
0.5,64,4,0.00000001,0.2,0.2,inf,inf,inf
0.5,64,4,0.00000001,0.2,0.4,inf,inf,inf
0.5,64,4,0.00000001,0.2,0.6,inf,inf,inf
0.5,64,4,0.00000001,0.2,0.8,inf,inf,inf
0.5,64,4,0.00000001,0.2,1,inf,inf,inf
0.5,64,4,0.00000001,0.4,0.2,inf,inf,inf
0.5,64,4,0.00000001,0.4,0.6,inf,inf,inf
0.5,64,4,0.00000001,0.4,0.8,inf,inf,inf
0.5,64,4,0.00000001,0.4,1,inf,inf,inf
0.5,64,4,0.00000001,1,0.2,inf,inf,inf
0.5,64,4,0.00000001,1,0.4,inf,inf,inf
0.5,64,4,0.00000001,1,0.6,inf,inf,inf
0.5,64,4,0.00000001,1,0.8,inf,inf,inf
0.5,64,4,0.00000001,1,1,inf,inf,inf
0.5,64,6,0.00000001,0,0.2,inf,inf,inf
0.5,64,6,0.00000001,0,0.4,inf,inf,inf
0.5,64,6,0.00000001,0,0.6,inf,inf,inf
0.5,64,6,0.00000001,0,0.8,inf,inf,inf
0.5,64,6,0.00000001,0,1,inf,inf,inf
0.5,64,6,0.00000001,0.2,0.2,inf,inf,inf
0.5,64,6,0.00000001,0.2,0.4,inf,inf,inf
0.5,64,6,0.00000001,0.2,0.6,inf,inf,inf
0.5,64,6,0.00000001,0.2,0.8,inf,inf,inf
0.5,64,6,0.00000001,0.2,1,inf,inf,inf
0.5,64,6,0.00000001,0.4,0.2,inf,inf,inf
0.5,64,6,0.00000001,0.4,0.6,inf,inf,inf
0.5,64,6,0.00000001,0.4,0.8,inf,inf,inf
0.5,64,6,0.00000001,0.4,1,inf,inf,inf
0.5,64,6,0.00000001,1,0.2,inf,inf,inf
0.5,64,6,0.00000001,1,0.4,inf,inf,inf
0.5,64,6,0.00000001,1,0.6,inf,inf,inf
0.5,64,6,0.00000001,1,0.8,inf,inf,inf
0.5,64,6,0.00000001,1,1,inf,inf,inf
0.5,64,8,0.00000001,0,0.2,inf,inf,inf
0.5,64,8,0.00000001,0,0.4,inf,inf,inf
0.5,64,8,0.00000001,0,0.6,inf,inf,inf
0.5,64,8,0.00000001,0,0.8,inf,inf,inf
0.5,64,8,0.00000001,0,1,inf,inf,inf
0.5,64,8,0.00000001,0.2,0.2,inf,inf,inf
0.5,64,8,0.00000001,0.2,0.4,inf,inf,inf
0.5,64,8,0.00000001,0.2,0.6,inf,inf,inf
0.5,64,8,0.00000001,0.2,0.8,inf,inf,inf
0.5,64,8,0.00000001,0.2,1,inf,inf,inf
0.5,64,8,0.00000001,0.4,0.2,inf,inf,inf
0.5,64,8,0.00000001,0.4,0.6,inf,inf,inf
0.5,64,8,0.00000001,0.4,0.8,inf,inf,inf
0.5,64,8,0.00000001,0.4,1,inf,inf,inf
0.5,64,8,0.00000001,1,0.2,inf,inf,inf
0.5,64,8,0.00000001,1,0.4,inf,inf,inf
0.5,64,8,0.00000001,1,0.6,inf,inf,inf
0.5,64,8,0.00000001,1,0.8,inf,inf,inf
0.5,64,8,0.00000001,1,1,inf,inf,inf
0.75,64,2,0.00000001,0,0.2,inf,inf,inf
0.75,64,2,0.00000001,0,0.4,inf,inf,inf
0.75,64,2,0.00000001,0,0.6,inf,inf,inf
0.75,64,2,0.00000001,0,0.8,inf,inf,inf
0.75,64,2,0.00000001,0,1,inf,inf,inf
0.75,64,2,0.00000001,0.2,0.2,inf,inf,inf
0.75,64,2,0.00000001,0.2,0.4,inf,inf,inf
0.75,64,2,0.00000001,0.2,0.6,inf,inf,inf
0.75,64,2,0.00000001,0.2,0.8,inf,inf,inf
0.75,64,2,0.00000001,0.2,1,inf,inf,inf
0.75,64,2,0.00000001,0.4,0.2,inf,inf,inf
0.75,64,2,0.00000001,0.4,0.4,inf,inf,inf
0.75,64,2,0.00000001,0.4,0.6,inf,inf,inf
0.75,64,2,0.00000001,0.4,0.8,inf,inf,inf
0.75,64,2,0.00000001,0.4,1,inf,inf,inf
0.75,64,2,0.00000001,1,0.2,inf,inf,inf
0.75,64,2,0.00000001,1,0.4,inf,inf,inf
0.75,64,2,0.00000001,1,0.6,inf,inf,inf
0.75,64,2,0.00000001,1,0.8,inf,inf,inf
0.75,64,2,0.00000001,1,1,inf,inf,inf
0.75,64,4,0.00000001,0,0.2,inf,inf,inf
0.75,64,4,0.00000001,0,0.4,inf,inf,inf
0.75,64,4,0.00000001,0,0.6,inf,inf,inf
0.75,64,4,0.00000001,0,0.8,inf,inf,inf
0.75,64,4,0.00000001,0,1,inf,inf,inf
0.75,64,4,0.00000001,0.2,0.2,inf,inf,inf
0.75,64,4,0.00000001,0.2,0.4,inf,inf,inf
0.75,64,4,0.00000001,0.2,0.6,inf,inf,inf
0.75,64,4,0.00000001,0.2,0.8,inf,inf,inf
0.75,64,4,0.00000001,0.2,1,inf,inf,inf
0.75,64,4,0.00000001,0.4,0.2,inf,inf,inf
0.75,64,4,0.00000001,0.4,0.4,inf,inf,inf
0.75,64,4,0.00000001,0.4,0.6,inf,inf,inf
0.75,64,4,0.00000001,0.4,0.8,inf,inf,inf
0.75,64,4,0.00000001,0.4,1,inf,inf,inf
0.75,64,4,0.00000001,1,0.2,inf,inf,inf
0.75,64,4,0.00000001,1,0.4,inf,inf,inf
0.75,64,4,0.00000001,1,0.6,inf,inf,inf
0.75,64,4,0.00000001,1,0.8,inf,inf,inf
0.75,64,4,0.00000001,1,1,inf,inf,inf
0.75,64,6,0.00000001,0,0.2,inf,inf,inf
0.75,64,6,0.00000001,0,0.4,inf,inf,inf
0.75,64,6,0.00000001,0,0.6,inf,inf,inf
0.75,64,6,0.00000001,0,0.8,inf,inf,inf
0.75,64,6,0.00000001,0,1,inf,inf,inf
0.75,64,6,0.00000001,0.2,0.2,inf,inf,inf
0.75,64,6,0.00000001,0.2,0.4,inf,inf,inf
0.75,64,6,0.00000001,0.2,0.6,inf,inf,inf
0.75,64,6,0.00000001,0.2,0.8,inf,inf,inf
0.75,64,6,0.00000001,0.2,1,inf,inf,inf
0.75,64,6,0.00000001,0.4,0.2,inf,inf,inf
0.75,64,6,0.00000001,0.4,0.4,inf,inf,inf
0.75,64,6,0.00000001,0.4,0.6,inf,inf,inf
0.75,64,6,0.00000001,0.4,0.8,inf,inf,inf
0.75,64,6,0.00000001,0.4,1,inf,inf,inf
0.75,64,6,0.00000001,1,0.2,inf,inf,inf
0.75,64,6,0.00000001,1,0.4,inf,inf,inf
0.75,64,6,0.00000001,1,0.6,inf,inf,inf
0.75,64,6,0.00000001,1,0.8,inf,inf,inf
0.75,64,6,0.00000001,1,1,inf,inf,inf
0.75,64,8,0.00000001,0,0.2,inf,inf,inf
0.75,64,8,0.00000001,0,0.4,inf,inf,inf
0.75,64,8,0.00000001,0,0.6,inf,inf,inf
0.75,64,8,0.00000001,0,0.8,inf,inf,inf
0.75,64,8,0.00000001,0,1,inf,inf,inf
0.75,64,8,0.00000001,0.2,0.2,inf,inf,inf
0.75,64,8,0.00000001,0.2,0.4,inf,inf,inf
0.75,64,8,0.00000001,0.2,0.6,inf,inf,inf
0.75,64,8,0.00000001,0.2,0.8,inf,inf,inf
0.75,64,8,0.00000001,0.2,1,inf,inf,inf
0.75,64,8,0.00000001,0.4,0.2,inf,inf,inf
0.75,64,8,0.00000001,0.4,0.4,inf,inf,inf
0.75,64,8,0.00000001,0.4,0.6,inf,inf,inf
0.75,64,8,0.00000001,0.4,0.8,inf,inf,inf
0.75,64,8,0.00000001,0.4,1,inf,inf,inf
0.75,64,8,0.00000001,1,0.2,inf,inf,inf
0.75,64,8,0.00000001,1,0.4,inf,inf,inf
0.75,64,8,0.00000001,1,0.6,inf,inf,inf
0.75,64,8,0.00000001,1,0.8,inf,inf,inf
0.75,64,8,0.00000001,1,1,inf,inf,inf
1,64,2,0.00000001,0,0.2,inf,inf,inf
1,64,2,0.00000001,0,0.4,inf,inf,inf
1,64,2,0.00000001,0,0.6,inf,inf,inf
1,64,2,0.00000001,0,0.8,inf,inf,inf
1,64,2,0.00000001,0,1,inf,inf,inf
1,64,2,0.00000001,0.2,0.2,inf,inf,inf
1,64,2,0.00000001,0.2,0.4,inf,inf,inf
1,64,2,0.00000001,0.2,0.6,inf,inf,inf
1,64,2,0.00000001,0.2,0.8,inf,inf,inf
1,64,2,0.00000001,0.2,1,inf,inf,inf
1,64,2,0.00000001,0.4,0.2,inf,inf,inf
1,64,2,0.00000001,0.4,0.4,inf,inf,inf
1,64,2,0.00000001,0.4,0.6,inf,inf,inf
1,64,2,0.00000001,0.4,0.8,inf,inf,inf
1,64,2,0.00000001,0.4,1,inf,inf,inf
1,64,2,0.00000001,1,0.2,inf,inf,inf
1,64,2,0.00000001,1,0.4,inf,inf,inf
1,64,2,0.00000001,1,0.6,inf,inf,inf
1,64,2,0.00000001,1,0.8,inf,inf,inf
1,64,2,0.00000001,1,1,inf,inf,inf
1,64,4,0.00000001,0,0.2,inf,inf,inf
1,64,4,0.00000001,0,0.4,inf,inf,inf
1,64,4,0.00000001,0,0.6,inf,inf,inf
1,64,4,0.00000001,0,0.8,inf,inf,inf
1,64,4,0.00000001,0,1,inf,inf,inf
1,64,4,0.00000001,0.2,0.2,inf,inf,inf
1,64,4,0.00000001,0.2,0.4,inf,inf,inf
1,64,4,0.00000001,0.2,0.6,inf,inf,inf
1,64,4,0.00000001,0.2,0.8,inf,inf,inf
1,64,4,0.00000001,0.2,1,inf,inf,inf
1,64,4,0.00000001,0.4,0.2,inf,inf,inf
1,64,4,0.00000001,0.4,0.4,inf,inf,inf
1,64,4,0.00000001,0.4,0.6,inf,inf,inf
1,64,4,0.00000001,0.4,0.8,inf,inf,inf
1,64,4,0.00000001,0.4,1,inf,inf,inf
1,64,4,0.00000001,1,0.2,inf,inf,inf
1,64,4,0.00000001,1,0.4,inf,inf,inf
1,64,4,0.00000001,1,0.6,inf,inf,inf
1,64,4,0.00000001,1,0.8,inf,inf,inf
1,64,4,0.00000001,1,1,inf,inf,inf
1,64,6,0.00000001,0,0.2,inf,inf,inf
1,64,6,0.00000001,0,0.4,inf,inf,inf
1,64,6,0.00000001,0,0.6,inf,inf,inf
1,64,6,0.00000001,0,0.8,inf,inf,inf
1,64,6,0.00000001,0,1,inf,inf,inf
1,64,6,0.00000001,0.2,0.2,inf,inf,inf
1,64,6,0.00000001,0.2,0.4,inf,inf,inf
1,64,6,0.00000001,0.2,0.6,inf,inf,inf
1,64,6,0.00000001,0.2,0.8,inf,inf,inf
1,64,6,0.00000001,0.2,1,inf,inf,inf
1,64,6,0.00000001,0.4,0.2,inf,inf,inf
1,64,6,0.00000001,0.4,0.4,inf,inf,inf
1,64,6,0.00000001,0.4,0.6,inf,inf,inf
1,64,6,0.00000001,0.4,0.8,inf,inf,inf
1,64,6,0.00000001,0.4,1,inf,inf,inf
1,64,6,0.00000001,1,0.2,inf,inf,inf
1,64,6,0.00000001,1,0.4,inf,inf,inf
1,64,6,0.00000001,1,0.6,inf,inf,inf
1,64,6,0.00000001,1,0.8,inf,inf,inf
1,64,6,0.00000001,1,1,inf,inf,inf
1,64,8,0.00000001,0,0.2,inf,inf,inf
1,64,8,0.00000001,0,0.4,inf,inf,inf
1,64,8,0.00000001,0,0.6,inf,inf,inf
1,64,8,0.00000001,0,0.8,inf,inf,inf
1,64,8,0.00000001,0,1,inf,inf,inf
1,64,8,0.00000001,0.2,0.2,inf,inf,inf
1,64,8,0.00000001,0.2,0.4,inf,inf,inf
1,64,8,0.00000001,0.2,0.6,inf,inf,inf
1,64,8,0.00000001,0.2,0.8,inf,inf,inf
1,64,8,0.00000001,0.2,1,inf,inf,inf
1,64,8,0.00000001,0.4,0.2,inf,inf,inf
1,64,8,0.00000001,0.4,0.4,inf,inf,inf
1,64,8,0.00000001,0.4,0.6,inf,inf,inf
1,64,8,0.00000001,0.4,0.8,inf,inf,inf
1,64,8,0.00000001,0.4,1,inf,inf,inf
1,64,8,0.00000001,1,0.2,inf,inf,inf
1,64,8,0.00000001,1,0.4,inf,inf,inf
1,64,8,0.00000001,1,0.6,inf,inf,inf
1,64,8,0.00000001,1,0.8,inf,inf,inf
1,64,8,0.00000001,1,1,inf,inf,inf
1.125,64,2,0.00000001,0,0.2,inf,inf,inf
1.125,64,2,0.00000001,0,0.4,inf,inf,inf
1.125,64,2,0.00000001,0,0.6,inf,inf,inf
1.125,64,2,0.00000001,0,0.8,inf,inf,inf
1.125,64,2,0.00000001,0,1,inf,inf,inf
1.125,64,2,0.00000001,0.2,0.2,inf,inf,inf
1.125,64,2,0.00000001,0.2,0.4,inf,inf,inf
1.125,64,2,0.00000001,0.2,0.6,inf,inf,inf
1.125,64,2,0.00000001,0.2,0.8,inf,inf,inf
1.125,64,2,0.00000001,0.2,1,inf,inf,inf
1.125,64,2,0.00000001,0.4,0.2,inf,inf,inf
1.125,64,2,0.00000001,0.4,0.4,inf,inf,inf
1.125,64,2,0.00000001,0.4,0.6,inf,inf,inf
1.125,64,2,0.00000001,0.4,0.8,inf,inf,inf
1.125,64,2,0.00000001,0.4,1,inf,inf,inf
